,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample70,Sample71,Sample72,Sample73,Sample74,Sample75,Sample76,Sample77,Sample78,Sample79,Sample80,Sample81,Sample82,Sample83,Sample84,Sample85
Kif21b,5.171746271,5.000804497,5.113277945,5.032870184,5.059963852,5.182399041,5.14448269,4.97659928,4.90249632,4.990504763,5.088921077,5.189740537,4.943052937,4.940066198,5.156700974,5.151564531,5.195886276,5.047608848,5.104528765,5.154442377,4.996124174,4.907726435,4.962634453,4.950461218,4.906750752,4.989346805,4.923352075,5.029888502,5.077865588,4.862425361,4.873931245,4.868642041,4.839169594,4.861460936,4.962717361,5.044976906,4.936137455,5.049430792,5.090670196,4.743252019,4.91292576,4.98719181,4.89618804,5.058402899,4.958641962,4.836620854,4.955022277,4.813754678,5.0199348,4.813701156,4.849965388,4.849965388,4.813619548,4.856804883,4.899844282,4.882905122,4.862582026,4.945850025,5.059258827,5.05265951,5.184167623,5.127501779,4.967411169,4.830985018,5.127698534,4.914303429,4.998750597,5.110112261,5.035247828,4.969119265,4.902092843,4.880637032,5.114878207,5.045116439,4.89479028,5.029793769,4.935993839,4.891101821,4.959193845,5.048168911,4.97773431,4.892825706,5.009790293,4.971580989,5.047065768
Kif21b,0.042867583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028995985,0,0,0,0,0,0,0,0,0,0,0,0
Camsap2,0.334071157,0.31996106,0.548330717,0.442465243,0.238093893,0.594527404,0.486987958,0.350937431,0.244704416,0.274558581,0.320336713,0.258190187,0.485146007,0.264389646,0.284565919,0.232536373,0.232100109,0.389255272,0.371902864,0.274545398,0.518305358,0.445043765,0.317167835,0.300973929,1.097783041,0.323291464,0,0.401043624,0.551401079,0.599141641,0.400261863,0.234710688,0.567421213,0.173646715,0.429789581,0.587552076,0.510118961,0.165878125,0.210810236,0.429002502,0.288646189,0.405912453,0.904462133,0.359265603,0.396973339,1.423107597,0.458838322,0.360504937,0.570373131,0.360488605,0,0,0.331802265,0.347853255,0,0.251691914,0.413401276,0.327551779,0.390760995,0.678175248,0.278740444,0.404962394,0.301897194,0.248590327,0.362602102,0.284993526,0.473519486,0.35199703,0,0.410470425,0,0.422569566,0.31932505,0.38559068,0.542710077,0.396030844,0.327749743,0.563793409,0.28734261,0.443967693,0.31145337,0.337471249,0.354534351,0.456912707,0
Camsap2,4.182404511,4.288376784,4.608956843,4.235332163,4.162062347,4.748639774,4.311616807,4.205331002,4.503111263,4.466942004,4.255731056,4.520175698,4.3875335,4.116431506,4.145409259,4.091894621,4.513841411,4.53594272,4.467799064,5.143392914,4.737194191,4.283733762,3.7240316,4.223480115,4.203851973,4.095866106,4.374089644,3.896343554,4.147953407,4.05414337,3.842272942,4.11512359,3.782136188,3.93143707,4.112024916,4.173541722,4.025463272,4.02078419,3.952645303,4.105302896,3.855125113,4.502747371,4.923534367,4.804830674,4.71276295,4.450075643,3.977141582,4.46230061,4.485663814,4.462247273,4.244000773,4.244000773,4.743638609,4.315681606,4.321554794,4.862460805,4.384448825,4.249455026,4.375837567,4.282426018,4.122032097,4.623020646,4.433513073,4.039883552,4.370743823,4.178523362,4.117380692,4.064158816,4.411768163,4.123934416,4.503430893,4.359527761,3.964309975,5.014561074,4.260734348,3.862812491,4.52165777,4.707145612,3.976474098,4.249566588,3.969493922,4.359746292,4.043638525,4.340305053,4.950590628
Ivns1abp,3.217068784,3.078016756,3.369634368,2.971233973,3.147921276,3.509924335,3.614224611,3.045834036,3.040588989,2.696805777,2.805813922,2.792817991,3.152905053,3.313059858,2.795093596,2.908562969,2.856984779,3.267234824,2.765981631,3.148109977,3.024032515,3.034760415,3.38406561,3.127457574,3.185762802,3.111292809,3.68662476,3.291062235,3.314082055,3.029083959,3.733540987,3.108612799,2.940838948,2.834858806,3.169349218,2.58591899,2.942290775,3.160216748,2.865693666,3.386476939,2.821658078,3.037871596,2.829982289,3.264343846,3.012920523,2.817718822,2.934539616,3.158113282,3.165768351,3.158061616,2.982429543,2.982429543,3.230906243,3.425226231,3.052372019,3.426406543,2.564204666,2.484081384,2.727871134,2.769443386,3.221717593,3.145153113,3.049728296,2.849254285,2.760490665,2.72181216,2.734260077,3.23230527,2.529470137,0,3.085695183,2.868327338,3.129006291,3.196670402,3.110825407,3.016634759,2.860692967,3.050228277,2.930101651,3.077673766,2.875282688,3.348012331,3.091013766,3.108696654,3.011267807
Nmnat2,1.306862813,1.48808045,1.734210324,2.264752083,1.560450832,1.417889565,1.509269912,1.646486728,1.880501983,1.596475385,1.400844775,1.60772569,1.446373852,1.412344933,1.13086196,1.543188845,1.413309425,0.933025065,1.417732333,1.656325007,1.922670994,0,0.884953478,1.431411294,1.275737864,0,2.121303933,1.521685128,1.805563713,1.530730081,1.574475854,2.025702365,0,0.840816773,0.508164873,1.72846044,1.206170761,1.821126824,1.303921806,1.152025097,1.773271118,0,1.582280414,1.262475314,1.655831092,1.510792581,0,1.410066347,0.788388037,1.410025561,1.133696606,1.133696606,1.267779834,1.089159179,1.036925214,1.232860327,1.224550953,0,0.715852545,0.395607411,1.060615243,1.222764286,1.384192873,1.15849084,0.995643687,1.365646514,0.990874529,1.063219785,0,1.51376293,1.356269334,1.349063405,0.943421364,1.015105455,0.756144369,0,0.733470003,1.554616479,0,1.914695242,1.181632723,1.155616194,0.774646449,1.035727182,1.095905794
Nmnat2,3.695652816,3.722972384,3.385127301,3.794505402,4.62166614,4.870344211,4.676130071,3.717590654,4.877141463,3.728021999,4.760271805,4.494118921,4.729852067,4.476971486,4.951845143,4.893400983,4.856803815,3.441591817,4.899054517,4.455278234,4.971307885,3.679603392,5.006507836,3.449155989,3.456267546,4.532877621,5.05451509,4.616592724,5.227902077,4.561263837,3.66177316,4.695294667,4.60775306,3.77667341,4.7932699,5.05981834,5.154825793,3.642297633,4.618949263,4.581204955,4.687824561,4.679053226,3.586926653,4.894419061,4.706705612,3.609345504,4.721918577,3.617393479,3.567929453,3.617340968,4.818544166,4.818544166,4.531515182,4.522583356,4.876150038,4.815139404,4.957165774,4.289275362,3.641328136,4.59124933,3.843124684,4.897100096,5.040590174,4.866230441,4.9010582,4.185380166,4.593766594,4.794398461,3.417020019,3.687020362,4.900022748,4.767010767,3.768361532,4.706526567,4.774885459,3.718253067,3.040380181,3.723680135,3.755295969,3.707711406,5.158941403,3.330999487,4.803315043,3.771089349,3.414910863
Nmnat2,3.711074757,3.500019789,3.558018898,3.837575853,3.555813985,3.655444441,3.499362381,3.73464909,3.644352129,3.686818797,3.838408397,3.347808003,3.66564686,3.698017883,3.644989217,3.645085465,3.682815102,3.572916615,3.651797994,3.628844953,3.678571237,3.604684683,3.666377256,3.312999363,3.560565021,3.744583405,3.763359103,3.687013365,3.588461232,3.70982426,3.82967118,3.633135137,3.753740161,3.800164759,3.777592919,3.985395668,3.799516893,3.876963271,3.632279308,3.734277322,3.748394564,3.820747281,3.822446973,3.792425438,3.705487021,3.707151378,3.931225434,3.839328896,3.690007419,3.839276097,4.000048746,4.000048746,3.6673589,3.649640737,3.973957544,3.663902962,3.881584752,3.955724205,3.908898243,3.675790944,3.974208361,3.784061398,3.864500431,3.886880927,3.747092983,3.798540384,3.815533044,3.580812974,3.617475035,3.805987937,3.699688207,3.718205106,3.92097067,3.681602827,3.653294387,3.940954865,3.246021581,3.951574543,3.882174526,4.03742134,3.807874866,3.481415127,3.796854435,3.862795029,3.468877528
Dhx9,0.729279587,0.532349309,0.462288883,0.480219917,0.457721116,0.324190285,0,0.223659324,0.379146689,0.438486158,0.156819523,0,0.512515428,0.37730723,0.411303759,0.654851247,0.255449729,0.310067829,0.277998527,0.416925294,0.401190266,0.578890091,0.373698405,0.564629408,0,0.645239639,0.334816427,0.29808719,0.235977714,0.758400001,0,0.274463974,1.188809382,0,0.26647377,0.465824323,0.211932923,0.618815745,0,0,0.279164822,0,0.755779332,0.459904498,0.525469526,0.573069058,0.354998375,0.525348386,0.416182888,0.525326336,0.340675458,0.340675458,0.527292516,0.473340804,0.686928233,0.310670947,0.399636779,0.365206786,0.37699203,0.272466538,0.12258918,0.604682061,0.287719263,0.297906746,0.630944611,0.516281559,0.457308917,0.805525715,0.383597236,0.376576894,0.195707691,0.486033007,0.11329594,0.452008211,0.472072698,0.451307039,0.689413145,0.691612497,0,0.496002039,0.560042945,0.146324584,0.525840078,0.509598498,0.554857172
Dhx9,0,0,0,0,0.224280739,0.202503594,0,0,0,0.18285816,0,0,0.180992313,0,0.095686262,0.134883659,0,0,0,0,0,0,0,0,0.168679729,0,0,0,0,0.340511031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243278707,0,0.108539304,0,0.100904935,0,0,0,0,0.498229373,0,0,0,0,0,0,0.1299965,0,0,0,0,0,0.087717589,0,0.116038251,0,0,0.101061562,0,0,0,0,0.195867895,0,0,0,0,0.24801516,0,0.139879857,0
Dhx9,0.198483206,0,1.148407197,0,0,0.296920391,0.323272458,0.141599455,0,0,0.188394351,1.562224844,0.266747658,0,0.269366292,0.367801227,0.207787078,0,0.534435118,0.610116723,0.165416298,0,0.447122757,0.60839492,0.616497547,0.901659434,0.998878533,0.356735274,1.19763198,0,0,0.826221888,0,0.792074264,1.323036222,0.130672156,0,0.219207619,0,0.857265571,0,0,0,0,0.353464191,0.19678947,0.302457553,0.409233484,0.151959128,0.409215362,0.316783108,0.316783108,0.448554479,0.508837949,0,0.954013277,0,0.733523847,0.747024931,0,0,0,0.738054325,0.369455404,1.120784416,0.269897373,0,1.035554745,0.761419336,1.639975371,0.588354555,0,0,1.473614503,1.120606786,0.176093134,0,0,0.232835794,0.233696973,0.326107462,0.361578388,0.189071414,0.109222607,0.923962481
Dhx9,5.160147952,5.509401764,6.440211728,4.642412684,5.65987451,6.153771513,5.715885881,5.096973362,5.124601869,5.953463359,5.460436294,6.332961743,5.583085727,5.022777543,5.160364242,5.885615199,5.29329191,6.453533292,5.531618451,6.072476013,5.128659059,5.402005393,5.448864868,6.495838266,5.835680462,5.02679971,5.814716704,5.204339185,6.368770949,5.413154602,4.881032323,5.774495501,5.382254715,5.746008652,6.066293311,4.481780907,5.557829731,5.327456358,5.580923798,4.939450956,5.039526126,5.511473033,5.777309825,5.54461307,6.200743913,5.624226638,4.970087161,5.841054947,5.642358292,5.841001144,5.469280898,5.469280898,6.038646086,5.502240337,5.190167855,5.901584291,5.791792874,5.410380077,6.049527184,6.220140247,5.012226481,5.724872799,5.723568532,4.974378466,5.871487036,4.566558662,5.166345458,5.788841481,5.335593082,5.312879907,5.965203919,5.401051178,5.351874956,6.552357727,5.495002086,4.804001824,6.3745811,5.42261766,4.985779386,5.821483028,5.126287709,6.305890927,5.115366381,5.507176329,6.251015051
Dhx9,3.80984412,3.803493084,3.290673393,4.04078349,3.895523074,3.465323315,3.503029685,4.075001202,3.874076491,3.930038921,3.658096736,3.073907065,3.418743471,3.813869961,4.204897517,3.810617132,4.280664752,3.193102698,3.914766357,3.612002396,3.943497791,3.891651491,3.759992427,3.330358569,4.043590246,3.910373408,3.686375009,3.790580554,3.564408041,3.966701308,3.786041052,3.478079263,4.015018172,3.569146895,3.1998674,4.147341645,3.961288526,3.810560549,3.573189983,4.015313471,3.852434206,4.010493121,3.485263717,4.191579086,3.681983925,3.546104189,4.037098156,3.356363881,3.838125952,3.356311802,3.921582124,3.921582124,3.69694333,3.704855798,4.14154554,3.490136864,3.810445326,3.84175673,3.422515219,3.869449884,3.965303737,3.743543178,3.803063547,3.784445431,3.485159752,4.061054939,4.105771163,3.584319834,4.05360901,3.873485881,3.583993001,3.839339245,3.881431084,3.147354067,3.664508621,4.224964699,2.879595673,4.167903453,4.1382971,3.698552449,3.991650325,3.425001689,3.755500898,4.16403446,3.274112361
Dhx9,3.688187679,3.864309976,3.669637418,3.91490489,3.647793349,3.418545283,3.453174843,3.583334303,3.539734073,3.516998022,3.440741865,3.323952769,3.404150736,3.466954847,3.527587587,3.371567913,3.378702004,3.615097599,3.607541639,3.478281935,3.693570713,3.640467385,3.935044679,3.71471646,4.195258128,3.804856856,3.55484274,3.83822874,4.102829154,3.716474346,3.749156214,3.47099161,3.738745548,2.855822052,2.746772886,3.113187062,3.335280805,3.591767817,3.409635851,3.74310799,3.4994669,3.853154394,3.588371512,3.897358387,3.703683266,3.733012689,3.669645756,3.635340448,3.715091217,3.635287911,4.015918473,4.015918473,3.866888936,3.855458654,4.248601565,3.723196809,3.511997452,3.728997569,3.650198676,4.121079285,3.905805303,4.145442012,3.652054977,3.579514199,3.651384253,3.658614075,3.911157977,3.828700337,3.993050652,3.524334239,3.716788638,3.978683899,3.862908311,3.595580089,3.839747546,4.086013206,3.702844368,3.759908219,4.08446106,3.441597681,3.682020235,3.582002226,3.448151746,4.037805325,3.804469293
Dhx9,1.181279519,2.67683961,0.609774344,0.76323448,1.206143917,0.08636366,0.421124932,0.962284398,0.410412151,0.394596941,1.012188319,0,0.306507406,1.052587449,0.941374323,0.42034247,1.233868274,0.297294181,1.068106886,0,0.491287619,0.659404463,1.870113832,0.279092568,1.192640027,0,0.447070657,1.512657585,0,0.900780072,2.349395947,0,0.400988692,1.523158257,0.092194204,0.592863121,0.876807453,2.129555269,1.799519395,1.473585468,0,0.826734749,0.250850516,0.847217775,0,0.15705755,1.54186348,0,1.049317784,0,1.727660468,1.727660468,0.199331899,1.367507821,1.573502191,0.348095347,1.479111811,0.904783038,0,0.643083557,1.834110786,0.792077687,1.208925899,1.013376285,0.403784915,1.520723191,0.999024439,0,0.510209481,1.100230301,0,0.672434196,1.41097959,0,0.58936341,1.32673545,0,0.622743642,1.434319419,0.050063532,1.677146144,0,1.002999825,1.334347283,0
Dhx9,4.636076188,4.290423958,4.219708327,4.781190563,4.452084437,4.463657873,4.846908321,4.765927834,4.937893396,4.582322901,4.388760729,4.369689874,4.829452625,4.649405209,4.572008447,4.426409794,4.539916322,4.516973705,4.281548386,4.457101241,4.991281035,4.863284173,4.185772698,4.375311417,4.44130228,4.558174024,4.671473747,4.505795409,4.435263673,4.608119219,4.324744488,4.458937769,4.35651196,4.404595359,4.952197247,4.674024156,4.815582515,4.549170589,4.45425668,4.173483075,4.645501316,4.620234967,4.640861456,4.382721611,4.502435716,4.717567766,4.627016989,4.789053372,4.317679498,4.788999861,4.569154125,4.569154125,4.522120703,4.7265436,4.605660849,4.493498286,4.632159255,4.657687468,5.129325087,4.71777944,4.357397281,4.562248688,4.513541017,4.342669138,4.367724385,4.881773174,4.385320551,4.528219929,4.224164725,4.541620021,4.484921321,4.679476342,4.340863293,4.900920609,4.616988712,4.312896816,4.010400315,4.369493925,4.372814013,4.969728961,4.265424298,4.482566805,4.275962207,4.644424421,4.822694104
Glul,2.640345016,2.745357191,2.908239482,2.487688267,2.839482269,2.840866291,2.598729738,2.620355761,2.51882772,2.708466038,2.715686947,2.402593655,2.571294456,2.574739715,2.558810656,2.561998384,2.713221177,2.727039961,2.470478642,2.556579089,2.36665278,2.470882128,2.718338548,2.609936632,2.632013889,2.651606672,2.686295993,2.748657452,2.72461506,2.619164271,2.676076762,2.786683297,2.625300156,2.783879108,2.462692752,2.131935749,2.797889117,2.924541139,2.620521827,2.671243806,2.554321845,2.546584521,2.595098819,2.680268249,2.376063697,2.55033242,2.500504695,2.331277159,2.524204125,2.331228443,2.221398295,2.221398295,2.312837959,2.522516731,2.356433889,2.324328853,2.418019574,2.453347931,2.233407987,2.578627941,2.627134488,2.370349178,2.426754702,2.456728206,2.565274078,2.261478012,2.551899478,2.30794197,1.76304095,2.449663068,2.514352522,2.279570173,2.628550909,2.893718257,2.450773277,2.75727012,2.275794489,2.525548605,2.669854612,2.550616677,2.843863404,2.639328751,2.635119246,2.863277814,2.438765003
Glul,3.196205621,3.374128204,3.26686012,3.3024696,3.152424884,3.289744581,3.121318622,3.204569162,3.265373429,2.949973361,3.288371719,2.558226308,2.971575516,3.18322462,3.140392395,2.982498845,3.378717848,2.997009941,2.831881732,2.921470685,3.040198363,2.722507045,3.156566823,3.054636065,3.314670644,3.101111143,3.022060595,3.233410776,3.174755697,3.214592169,3.28202629,3.093854319,2.961499496,3.33723903,2.945137841,2.841930608,3.268338435,3.1092939,3.082703991,3.118686273,3.173473854,2.884036922,2.779168997,3.356600066,2.798972935,3.22673993,3.003775451,2.717189695,3.001893965,2.7171393,2.644391731,2.644391731,2.850415123,2.75213235,3.0719244,2.89840687,3.025874612,2.699999393,2.513448752,2.5840298,2.916950715,2.975854158,3.158322365,3.082693805,2.717184262,2.984150867,3.052445207,2.851321882,2.745723611,3.135374209,3.108129823,2.911414379,3.237411391,3.228146073,3.003471096,3.071063382,2.649732886,3.360583348,3.093516769,3.331917191,2.94280333,2.905844814,3.287334126,3.063720322,2.594203738
Glul,0.743856404,1.195642881,0.480173196,0.848534085,0.795997978,0.425293491,0.414615657,0.924187331,0.767431072,0.769540301,0.736217307,0.580539017,0.660864344,0.747072253,0.740128139,0.725794988,1.03290509,0.156576554,0.805683588,0.790744601,0.762473796,0.861554401,0.667001173,0.503241391,0.689482538,0.834748092,0.717192716,0.964255963,0.776481148,0.940166811,0.732080285,0.413723882,0.730937156,0.313778652,0.284768871,1.077929261,0.636341941,0.628067734,0.672002441,0.482139647,0.852757646,0.999236414,0.703626781,0.767778245,0.681158958,0.535086397,0.812677703,0.586824174,0.695201096,0.586800222,0.716611262,0.716611262,0.431338673,0.641688282,0.847247148,0.44509706,0.648242264,1.000125059,0.54446949,0.432491771,0.709467938,0.688318693,0.996171145,0.805398534,0.77335715,0.850446287,1.033612518,0.481622443,0.543936289,0.58842923,0.562320299,0.693028652,0.735757535,0.469390884,0.773097441,0.891099818,0.365103865,0.631964062,0.801294941,0.847113252,0.807580608,0.571354603,0.997181775,0.704993837,0.490632399
Glul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018547456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014100871,0,0,0,0,0,0,0,0,0,0.014851176,0,0.014850381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009787543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glul,0,0,0,0,0,0,0,0,0,0,0.072060075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xpr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069168706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xpr1,0,0.171606156,0.419103838,0.283230105,0.446716248,0.852102549,0.347942083,0.104892233,0.388375405,0.290208409,0.140093503,0,0.200479752,0.448740102,0.202654624,0.395141548,0.202890663,0.496370984,0.324544959,0.266285697,0,0.299813371,0.410495323,0.69598934,0.600470693,0.583553469,0.162414482,0.381519756,0.389516526,0.141026461,0.205507171,0.267582815,0.268805615,0.161437354,0.433156216,0.33881292,0.226032843,0.302719532,0.380480265,0.13117617,0.135804653,0.097738427,0,0.254873389,0.803077586,0.14661413,0.228355586,0.438549834,0.668337544,0.438530677,0.593467522,0.593467522,0.972680669,0.589367818,0.705171121,0.572593016,0.624549524,0.420261877,0.279687901,0.17014175,0.27057185,0.297606022,0,0.195240135,0.379716097,0.261994094,0,0.215234286,0,0.208734639,0.768744243,0,0.101292761,0.725626372,0.51884673,0.19022384,0.217248342,0.257306761,0.250111909,0.620139518,0.247091232,0.190750024,0.141333333,0.289528857,0.364459271
Xpr1,0,0.139511301,0.273093711,0,0,0.290712388,0,0.043667176,0,0.166317456,0,0,0.085648599,0.24237765,0,0.122484633,0.066355889,0,0,0,0.100282091,0.088818605,0,0,0.152738196,0.100213811,0,0,0.090612344,0,0,0.114248922,0,0.068057572,0,0,0.183906986,0.068081887,0,0,0.055814506,0,0,0,0,0.119730961,0,0,0,0,0,0,0,0,0.050349689,0,0,0.099570621,0,0,0.060634435,0,0,0.08284201,0.04546195,0.086429153,0.040475435,0,0,0.088460925,0.056162374,0,0,0,0.103514453,0.106482801,0,0,0,0.037663396,0,0.080849525,0.059768495,0.033347926,0.16225781
Axdnd1,0,0,0,0,0.091963427,0.206861229,0.174406988,0,0,0,0.098122646,0,0,0,0.074293278,0,0,0.199288457,0.083822287,0.099525151,0,0.115355514,0.129594963,0,0.131767147,0.086335938,0.113431149,0.100560968,0.150507747,0,0,0.099032282,0.190758637,0.113402042,0,0,0,0,0.273915463,0,0,0,0,0.095136964,0.352813231,0.102862055,0,0,0,0,0.169748773,0.169748773,0,0.345837744,0.084254413,0,0.112337913,0,0,0,0,0,0.086831764,0,0,0,0.13168347,0.221090951,0,0,0,0.078378703,0,0.348550578,0,0,0.153022382,0.262976112,0.062723341,0,0,0.13435464,0,0.15961425,0.140133885
Abl2,0.306796728,0,0.46327403,0.315317711,0,0.564571592,0.350167149,0.460611336,0.605921617,0.226593245,0.204545483,0.560449877,0.608768344,0.356268579,0.081454528,0.397546602,0.324741404,0.67843703,0,0.10900977,0,0,0.266208565,0.721679857,0.936411032,0.40327907,1.031807334,0.11023005,0.539963638,0.375943617,0.294270694,0.524174584,0.38068476,0.234575456,0,0.564567859,0.389637815,0,0,0.100361118,0.197067387,0,0,0.570155342,0.574303693,0.389965204,0.09246706,0.677799747,0,0.677773185,0.411582406,0.411582406,0.269699651,0.141125326,0.254784685,0.363102551,0.122993829,0.093869128,0.11500028,0.131319601,0.384612696,0.232005252,0.261966965,0.500629652,0.160744413,0.107039485,0.327330738,0.374144449,0.098809339,0.42100736,0.196942765,0,0,0.108667847,0.186498323,0.100217018,0.547543079,0.199577647,0.304919767,0.359208127,0.302350335,0.490667453,0.2069689,0.226226883,0
